name,isReplica,isInternational,MaxOccupiedReg,AvgOccupeidReg,LinkCount,SumLinkLength,AvgLinkLength
Node_0,true,false,80,30.24,3,1744,581.33
Node_1,true,false,100,85.12,5,2848,569.6
Node_3,true,false,94,52.67,4,2418,604.5
Node_19,false,true,11,2.44,2,1152,576.0
Node_2,false,false,72,30.65,3,1126,375.33
Node_4,false,false,46,14.73,3,1897,632.33
Node_6,false,false,70,22.79,3,1089,363.0
Node_17,false,true,50,28.23,2,1581,790.5
Node_8,true,false,40,14.17,4,1793,448.25
Node_7,false,false,60,26.79,3,1525,508.33
Node_20,false,false,14,0.28,2,1529,764.5
Node_5,true,false,45,19.07,3,1052,350.67
Node_18,false,false,16,4.72,2,1556,778.0
Node_9,false,false,82,40.91,3,1569,523.0
Node_11,false,false,100,78.86,5,2873,574.6
Node_10,false,false,66,27.03,4,2269,567.25
Node_12,false,false,67,31.04,3,3003,1001.0
Node_14,false,false,34,16.88,3,1310,436.67
Node_15,false,false,23,7.02,3,1464,488.0
Node_24,true,false,48,21.25,3,2807,935.67
Node_25,false,false,27,8.18,2,1262,631.0
Node_13,false,false,21,3.95,3,1734,578.0
Node_21,false,true,2,0.17,2,2709,1354.5
Node_22,false,false,43,19.92,3,2234,744.67
Node_23,false,false,55,23.52,3,1961,653.67
Node_16,true,false,8,1.47,2,1594,797.0
Node_26,false,false,28,12.03,2,1836,918.0
Node_27,false,false,4,0.13,2,1345,672.5
END_OF_DATA
Erlang: 600, Seed_Value: 621, Demands_Count: 250000

CREATED_ON:2018-11-22 15:05:25.757
